SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi
02001228,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,7.5,,6,8.6,,2024
02001229,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,5,,4,8,,2024
02001230,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,6.75,6.75,,,,8,8,2024
02001231,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,6,7.75,,,,7,9,2024
02001232,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,8.5,7.75,,,,8.8,8.75,2024
02001233,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5,,,6.5,,4.75,6.8,,2024
02001234,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.5,,,2.75,,4.75,7.6,,2024
02001235,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,6.25,,4.5,7.4,,2024
02001236,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,4.75,,5.75,,,2024
02001237,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,6.25,5.75,,,,8.2,8.25,2024
02001238,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,7.5,6.25,,,,9.4,8.75,2024
02001239,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.25,4.5,5.25,,,,3.2,8,2024
02001240,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.25,,,6.25,,4,5.8,,2024
02001241,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6,,,7.5,,6.5,8.2,,2024
02001242,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,8,7.5,,,,8.4,9.5,2024
02001243,Sở GD&ĐT Thành Phố Hồ Chí Minh,4,6,6,6.5,,,,5.8,8.5,2024
02001244,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,5.5,,5.25,8.4,,2024
02001245,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,5.75,6,,,,8.2,8.5,2024
02001246,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,6.5,6.25,,,,7.8,7.75,2024
02001247,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,7,7.25,,,,8.8,9.25,2024
02001248,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,5.25,8,,,,6.4,8.5,2024
02001250,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,5.75,7,,,,4.8,8.5,2024
02001251,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,5.75,,6,6.4,,2024
02001252,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6.5,5.25,5.75,,,,4.8,7.5,2024
02001253,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,,,4.5,,4,8.4,,2024
02001254,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,,,5.25,,7,6.6,,2024
02001255,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6,,,3.5,,5.25,5.2,,2024
02001256,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,6.25,6.5,,,,6,8.25,2024
02001257,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.25,4.25,6,,,,5.8,7.25,2024
02001258,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4,6,5.5,,,,7.4,8,2024
02001259,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7.75,6.75,7.25,,,,8.4,9.25,2024
02001260,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,,,6.25,,8.25,8.8,,2024
02001261,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6,,5,5,,2024
02001262,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,3.75,,6.25,5.4,,2024
02001263,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,8.75,9,,,,9.4,9.75,2024
02001264,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,6.5,7.25,,,,6.2,8.5,2024
02001265,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,4.5,,5,7,,2024
02001266,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,,,5.5,,5.25,4,,2024
02001267,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,6.25,,7.25,9,,2024
02001268,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,4,,5.5,5.4,,2024
02001269,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.5,,,6,,6,7.4,,2024
02001270,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,7.75,6.5,,,,6.4,8.5,2024
02001271,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,,,5.5,,5.75,6.6,,2024
02001272,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,6.75,7.5,,,,3,8,2024
02001273,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,5,5.75,5.5,,,,5.2,7.75,2024
02001274,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,5.75,7.25,,,,6.8,7,2024
02001275,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,,,4.75,,5.5,6.6,,2024
02001276,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,,,5,,5.75,8,,2024
02001277,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,4.75,,5.25,4,,2024
02001278,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7.5,,5.25,8,,2024
02001279,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,6.75,6.5,,,,8,9,2024
02001280,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,5.75,5,5.25,,,,4,7,2024
02001281,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,6.5,7.25,,,,8.8,8.5,2024
02001282,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,4.75,4.75,,,,7,8.5,2024
02001283,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,6.5,6.75,,,,6,8.5,2024
02001284,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,6.5,6.75,,,,9.2,7.5,2024
02001285,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,4,,5,8.8,,2024
02001286,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.25,,,5,,5.25,5,,2024
02001287,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6.25,5.75,5.75,,,,4.6,9,2024
02001288,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,6.75,,8,7.4,,2024
02001289,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.25,,,5,,4.75,3,,2024
02001290,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,8,7.75,6.75,,,,8.4,7.75,2024
02001291,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.25,5.75,5.75,,,,4.2,7.75,2024
02001292,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7.75,5.75,6.25,,,,3.6,8.75,2024
02001293,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.75,4.75,6.75,,,,7,9.25,2024
02001294,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,6.25,,4.25,7.8,,2024
02001295,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7,7,6.75,,,,6.2,7.75,2024
02001296,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7.5,5.25,6.5,,,,3.4,7.5,2024
02001297,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,7.5,,6.25,9.6,,2024
02001298,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,7.5,6.5,6.25,,,,5.2,7.5,2024
02001299,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,3.25,,4.25,6.2,,2024
02001300,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,3.25,,6,8.6,,2024
02001301,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6,5.5,5.75,,,,6.6,7,2024
02001302,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8,,,4.75,,6.75,8,,2024
02001303,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,5.75,5,,,,6.4,6.5,2024
02001304,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,8,,5.5,6,,2024
02001305,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6.5,,5.75,5.4,,2024
02001306,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,6.75,,,3.75,,4.75,4.8,,2024
02001307,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,,,7,,4,8,,2024
02001308,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,5.5,4.25,6.5,,,,4.8,8.75,2024
02001309,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,6.5,7.5,,,,8,9.25,2024
02001310,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,4.5,,6,6.8,,2024
02001311,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,8.25,7.25,,,,8.2,8.75,2024
02001312,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5,,,4.25,,4.5,4.4,,2024
02001313,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,,,2.75,,3.25,,,2024
02001314,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,5.75,,5.5,8,,2024
02001315,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,5.25,,5.75,7,,2024
02001316,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,5.25,,,5,,5.25,2.4,,2024
02001317,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.8,5.25,3.75,5,,,,3.2,6.5,2024
02001318,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6.25,,7,8.2,,2024
02001319,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.75,,,3.25,,3.75,4.4,,2024
02001320,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,8.25,,6.75,8.4,,2024
02001321,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,7.5,4.75,,,,8,9.25,2024
02001322,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,5.75,,4,6.6,,2024
02001323,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,6,8.25,,,,7.2,8.5,2024
02001324,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.5,,,3.75,,6,4.4,,2024
02001325,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,7,,7.5,7,,2024
02001326,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6,6.5,7,,,,7.4,7.75,2024
02001327,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,,,4.25,,5.75,6.4,,2024
02001328,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,7.25,,6,8.2,,2024
02001329,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,,,6,,5.75,7.6,,2024
02001330,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6,,,7,,7.75,,,2024
02001331,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,5.5,,5.25,9.4,,2024
02001332,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.75,,,7.5,,6,7.6,,2024
02001333,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,8,,5.5,7.2,,2024
02001334,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,,,6.25,,7.25,6.2,,2024
02001335,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,5.25,,6,8.4,,2024
02001336,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,7.5,7.75,,,,7.4,8.75,2024
02001337,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,7.25,7.5,,,,,8.75,2024
02001338,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.25,,,4,,4,4.2,,2024
02001339,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,,,6.25,,6.5,7.6,,2024
02001340,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,,,3.5,,5.25,4.2,,2024
02001341,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,6.25,6,,,,7.4,6.75,2024
02001342,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5,4.75,5.25,,,,5.4,7.25,2024
02001343,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,5.75,6.75,,,,5.4,8.75,2024
02001344,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,4.5,5.5,,,,5.8,8,2024
02001345,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,7.75,7.5,,,,,9,2024
02001346,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.5,,,6,,7.25,7.8,,2024
02001347,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,7.5,,6.75,8.4,,2024
02001348,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6,6,6,,,,4.4,7.75,2024
02001349,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.75,,6.5,8.4,,2024
02001350,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,6,7.75,,,,6,8,2024
02001351,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5,7,6.25,,,,5.4,8.75,2024
02001352,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,4.75,,5.75,8,,2024
02001353,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8,6.5,8.25,,,,6.8,9,2024
02001354,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,4.25,4.5,5.5,,,,4.2,7.25,2024
02001355,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6,,,8.5,,6.25,9,,2024
02001356,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,6.5,,5.25,6.2,,2024
02001357,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,6.75,,4.75,8.8,,2024
02001358,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.75,,,5.5,,5.25,4.2,,2024
02001359,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,3.75,4.75,,,,6.8,5.75,2024
02001360,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,7,,5.75,6.6,,2024
02001361,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,5,,4.25,4.4,,2024
02001362,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,8.75,7.5,,,,7.2,9.25,2024
02001363,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.25,5.75,5,,,,4.6,8.75,2024
02001364,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.25,5.25,6,,,,5.8,8,2024
02001365,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,5.25,,6.5,9,,2024
02001366,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.8,5,6,6.25,,,,6.2,7.25,2024
02001367,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.75,,,5.25,,4.25,5.4,,2024
02001368,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,8,9.25,,,,8.2,8.75,2024
02001369,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,5.5,6.75,,,,4.8,7.5,2024
02001370,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,6.75,,7.5,8.2,,2024
02001371,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5,,,6,,6,8.2,,2024
02001372,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,7.5,,6.75,8.8,,2024
02001373,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,6.25,5.5,,,,6.8,7.5,2024
02001374,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,6.75,,7,5.2,,2024
02001375,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.25,7.25,8.25,,,,6.4,8.25,2024
02001376,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,7.5,,5.75,8.2,,2024
02001377,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.5,,,3,,3.75,5.2,,2024
02001378,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,8,,8.5,7.6,,2024
02001379,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,,,6.25,,4.75,6.2,,2024
02001380,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,2.75,,4.25,5.6,,2024
02001381,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.25,,,5.75,,5.25,5.2,,2024
02001382,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,8,7,,,,7,8.5,2024
02001383,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,7.25,,7.25,9,,2024
02001384,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.5,,,3,,6.25,5.8,,2024
02001385,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,7.5,,6,9,,2024
02001386,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,6.75,5.5,,,,7,7.5,2024
02001387,Sở GD&ĐT Thành Phố Hồ Chí Minh,1.6,1.5,5.75,3,,,,2.2,3,2024
02001388,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.25,5.25,5.25,,,,8.2,7.75,2024
02001389,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,7.5,,6.25,9,,2024
02001390,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,6.75,8.5,,,,8,8.75,2024
02001391,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,4.75,5.5,,,,4.4,7.5,2024
02001392,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7,6.25,5.25,,,,5.8,7.5,2024
02001393,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,7.25,7.25,,,,5.6,8.5,2024
02001394,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,7.5,7.5,,,,7,9,2024
02001395,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,7.75,7.25,,,,7.8,9,2024
02001396,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,5.75,5.75,,,,7.8,8.25,2024
02001397,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,6,,7,7.8,,2024
02001398,Sở GD&ĐT Thành Phố Hồ Chí Minh,4,6.5,5.25,6.25,,,,2.2,6.25,2024
02001399,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8,,,6,,8.25,7.4,,2024
02001400,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,6.25,9.25,,,,6.2,8.5,2024
02001401,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,7.25,,4.5,6.2,,2024
02001402,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,6,7.75,,,,7.6,8.5,2024
02001403,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,5.25,,4.5,,,2024
02001404,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,7.75,6,7.25,,,,5.8,8.75,2024
02001405,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,8,8.75,,,,9,9.75,2024
02001406,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.75,,,6.75,,5.5,8,,2024
02001407,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,8,8,,,,5.6,8.75,2024
02001408,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.25,,,6,,6.25,8.8,,2024
02001409,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,7.5,,6.5,9.6,,2024
02001410,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,5.25,,8.25,7.4,,2024
02001411,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,7.25,,6.25,7.6,,2024
02001412,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,6.75,,6,9.6,,2024
02001413,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6.25,6,7.5,,,,5.2,7.5,2024
02001414,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,4.75,,,6.25,,6.25,8.8,,2024
02001415,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.75,,,5.5,,6.5,3.8,,2024
02001416,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.5,7,6,,,,6.8,8,2024
02001417,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,5.25,4.5,6.75,,,,4,7.75,2024
02001418,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,5.25,1.75,,,,6.2,7.75,2024
02001419,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,,,4,,5.75,4.2,,2024
02001420,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,5,6.5,,,,6,5.5,2024
02001421,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,4.5,6.25,,,,8.8,7,2024
02001422,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,4.5,,7.25,7.4,,2024
02001423,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,7.75,,7.25,8.6,,2024
02001424,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,9,8,,,,8,8.75,2024
02001425,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.6,7,7.75,6.75,,,,3.8,8.25,2024
02001426,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,8,,8,7.2,,2024
02001427,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5,7.5,8.25,,,,8,8.5,2024
02001428,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,6.5,7.75,,,,7.4,8.5,2024
02001429,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.75,5.5,5.5,,,,3.4,7.75,2024
02001430,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,7,,7,7.6,,2024
02001431,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4.75,,,6,,3.75,6.4,,2024
02001432,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,8.5,6.75,7.5,,,,6.8,9,2024
02001433,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,6.75,7.25,,,,9,7.5,2024
02001434,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,6.75,7,,,,7.2,8.25,2024
02001435,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5,,,4.75,,5.25,7.6,,2024
02001436,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,5,,5,9.8,,2024
02001437,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,6,7.75,,,,9,8.5,2024
02001438,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.25,5.75,5,,,,4.8,7.25,2024
02001439,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,7.25,8,,,,7.2,8.75,2024
02001440,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,6.5,,4.25,8,,2024
02001441,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,3,,5.5,5,,2024
02001442,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,7.25,7,,,,8.2,9.5,2024
02001443,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,7.5,8.25,,,,5.8,8.75,2024
02001444,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,6,8.25,,,,8.8,8,2024
02001445,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,8.25,,7.25,7.6,,2024
02001446,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7,,,2.75,,7,8.4,,2024
02001447,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,5.25,6.25,,,,7.6,7.5,2024
02001448,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,5.75,,5.25,7,,2024
02001449,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.25,9.25,9.25,,,,7.2,9.25,2024
02001450,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,5.25,,6.5,8,,2024
02001451,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,6.5,6.75,,,,8,8.25,2024
02001452,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,,,8,,6.5,8.2,,2024
02001453,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.5,,,4.75,,7.75,8,,2024
02001454,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,8.25,9.75,9.75,,,,7.8,8,2024
02001455,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,7,,5.25,4.8,,2024
02001456,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,5.75,,6.25,7,,2024
02001457,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8,7,7,,,,4.8,9,2024
02001458,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,4.75,,5.25,3.8,,2024
02001459,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.25,,,7,,5.75,7.4,,2024
02001460,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,7.25,5.75,,,,4.8,7,2024
02001461,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,6,,5.75,7.4,,2024
02001462,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.25,5,7,,,,5.4,8,2024
02001463,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,5,,6.25,5.8,,2024
02001464,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,6.75,,7.75,6.4,,2024
02001465,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,6.5,6,,,,6.2,8.25,2024
02001466,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,,,5.75,,6,8,,2024
02001467,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,7.25,,3.75,7.8,,2024
02001468,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,5.5,,8.5,8.4,,2024
02001469,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.25,5,7.5,,,,6.2,9.25,2024
02001470,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7.25,,6.5,6.8,,2024
02001471,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,,,3.75,,4.75,6.2,,2024
02001472,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,,,4.5,,5,5.6,,2024
02001473,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,7.5,7.5,,,,5.8,9.5,2024
